OBJECTID,STREET_NAME,LENGTH_MILES,STATUS,COMPKEY,CATALYTIC_PROJECTS,NETWORK,DATE_COMPLETED,EXISTING_FACILITY_TYPE,PLANNED_FACILITY_TYPE,PROJECT_NUMBER,DATE_PLANNED,DATE_EXPIRED,SHAPE_Length
47323,ROOSEVELT WAY NE,0.05000218,NA,12634,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",701,,,264.011513516998
47324,15TH AVE NE,0.09111021,NA,2084,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation","In Street, Major Separation",135,,,481.061914699493
47325,N 130TH ST,0.05886799,UPGRADE,15159,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,582,,,310.823010305307
47326,LATONA AVE NE,0.05294212,NA,11310,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",535,,,279.534375465655
47327,NE 115TH ST,0.06220335,NA,16331,0,LOCAL,2010-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,263,,,328.433713199988
47328,LATONA AVE NE,0.05186649,NA,11303,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",535,,,273.855078443626
47329,NE 125TH ST,0.05575446,NA,16506,0,LOCAL,,"In Street, Minor Separation","In Street, Minor Separation",773,,,294.383524037764
47330,ROOSEVELT WAY NE,0.05002014,NA,12633,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",701,,,264.106323460584
47331,ROOSEVELT WAY NE,0.02557447,NA,12632,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",701,,,135.033225510321
47332,1ST PL NE,0.20392755,NA,1265,0,CITYWIDE,,Sharrow,"In Street, Major Separation",161,,,119.427741052603
47333,15TH AVE NE,0.12520184,NA,2085,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation","In Street, Major Separation",135,,,661.065732896522
47334,ROOSEVELT WAY NE,0.05002257,NA,12630,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",701,,,264.119154502099
47335,NE 125TH ST,0.06743926,NA,16504,0,CITYWIDE,,Sharrow,"In Street, Major Separation",620,,,356.079296419795
47336,LATONA AVE NE,0.05303316,NA,11311,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",535,,,280.015085281844
47337,,0.04144364,NA,,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",Neighborhood Greenway,,,,218.822399727033
47338,LATONA AVE NE,0.03951337,NA,11307,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",535,,,208.630590689059
47339,LATONA AVE NE,0.04924362,NA,11306,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",535,,,260.00629941212
47340,N 125TH ST,0.17857967,MEETS,519931,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,942.900649722955
47341,5TH AVE NE,0.06271535,UPGRADE,7331,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",0,,,331.137044646684
47342,5TH AVE NE,0.16550904,UPGRADE,7255,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",0,,,873.887724666719
47343,N 130TH ST,0.10097839,UPGRADE,15160,0,CITYWIDE,2010-12-31T00:00:00.000Z,Sharrow,,582,,,533.165904519192
47344,N 130TH ST,0.06344534,UPGRADE,15156,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,582,,,334.991395560367
47345,NE 125TH ST,0.03768157,NA,16505,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",620,,,198.958675555047
47346,15TH AVE NE,0.12520445,NA,2086,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",135,,,661.079496764938
47347,NE 54TH ST,0.0235387,NA,337100,0,LOCAL,,"In Street, Minor Separation",Neighborhood Greenway,636,,,124.284330548975
47348,5TH AVE NE,0.08588799,UPGRADE,7254,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",0,,,453.488613311949
47349,ROOSEVELT WAY NE,0.15069483,NA,12626,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",701,,,795.668719862182
47350,N 130TH ST,0.05953902,UPGRADE,15157,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,582,,,314.366013453892
47351,5TH AVE NE,0.07480965,MEETS,7287,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",Neighborhood Greenway,323,,,394.994954286226
47352,3RD AVE NE,0.06266737,NA,4421,0,LOCAL,2009-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,263,,,330.88372291479
47353,LATONA AVE NE,0.05111303,NA,11304,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",535,,,269.876785138911
47354,ROOSEVELT WAY NE,0.0196252,MEETS,12592,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Minor Separation",,705,,,103.621030964463
47355,BURKE GILMAN SAND POINT TRL,0.27628794,MEETS,567743,0,LOCAL,2009-12-31T00:00:00.000Z,Multi-use Trail,,0,,,1943.14870471554
47356,N 125TH ST,0.04388641,MEETS,15134,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,231.720254457996
47357,N 125TH ST,0.12534918,MEETS,15132,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,661.843680850556
47358,ROOSEVELT WAY NE,0.05037589,NA,12627,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",701,,,265.984702333734
47359,ROOSEVELT WAY NE,0.0243891,NA,12631,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",701,,,128.774433905209
47360,5TH AVE NE,0.05087203,MEETS,7286,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",Neighborhood Greenway,323,,,268.604307153816
47361,NE 116TH ST TRL,,MEETS,,,,,Multi-use Trail,,,,,236.153068528119
47362,RENTON AVE S,0.02884956,NA,12549,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",698,,,152.325700968406
47363,5TH AVE,0.05791326,NA,7225,0,CITYWIDE,2016-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",316,,,305.781989304325
47364,RENTON AVE S,0.13353691,NA,12546,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",698,,,705.074897033443
47365,RENTON AVE S,0.04597922,NA,12534,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",696,,,242.770275503509
47366,38TH AVE NE,0.05000613,MEETS,5875,0,LOCAL,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,264.032383656896
47367,S DEARBORN ST,0.03180293,MEETS,19836,0,CITYWIDE,,"In Street, Minor Separation",,722,,,167.919473332799
47368,S DEARBORN ST,0.10073622,MEETS,19831,0,CITYWIDE,,"In Street, Minor Separation",,722,,,531.887222984249
47369,S DEARBORN ST,0.06147823,MEETS,19826,0,CITYWIDE,,"In Street, Minor Separation",,722,,,324.605076030793
47370,RENTON AVE S,0.1037806,NA,12537,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",697,,,547.96159049804
47371,RENTON AVE S,0.09241188,NA,12543,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",697,,,487.934737914066
47372,5TH AVE,0.04303191,NA,7223,0,CITYWIDE,2016-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",316,,,227.208470103328
47373,RENTON AVE S,0.03046301,NA,12535,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",697,,,160.84466842897
47374,RENTON AVE S,0.05718794,NA,12538,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",697,,,301.952330473545
47375,RENTON AVE S,0.13138191,NA,12540,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",697,,,693.696489446382
47376,RENTON AVE S,0.05522557,NA,12532,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",696,,,291.591020653681
47377,N 34TH ST,0.15519263,MEETS,15284,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,587,,,819.417111186079
47378,,0.07380726,MEETS,,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,,,,389.702323837779
47379,RENTON AVE S,0.14654961,NA,12531,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",696,,,773.781950139732
47380,39TH AVE NE,0.1266892,MEETS,5995,0,LOCAL,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,668.918982009821
47381,RENTON AVE S,0.02838355,NA,12530,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",696,,,149.865160308093
47382,38TH AVE NE,0.05005832,MEETS,5873,0,LOCAL,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,264.307941972382
47383,RENTON AVE S,0.01166819,NA,337245,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",697,,,61.6080560948427
47384,RENTON AVE S,0.07180139,NA,12533,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",696,,,379.111336423878
47385,RENTON AVE S,0.09398593,NA,12551,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",698,,,496.245731489554
47386,5TH AVE,0.05785592,NA,7224,0,CITYWIDE,2016-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",316,,,305.479266194468
47387,RENTON AVE S,0.02560446,NA,12548,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",698,,,135.191538118594
47388,RENTON AVE S,0.03751349,NA,12547,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",698,,,198.071222898701
47389,S DEARBORN ST,0.15386575,MEETS,19832,0,CITYWIDE,,"In Street, Minor Separation",,722,,,812.411171876986
47390,2ND AV ET S,0.06825818,UPGRADE,2926,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation","In Street, Major Separation",215,,,360.403215710822
47391,NE 89TH ST,0.12775711,MEETS,17795,0,LOCAL,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,674.557526994468
47392,5TH AVE S,0.05797247,NA,7358,0,CITYWIDE,2016-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",326,,,306.094665796076
47393,RENTON AVE S,0.09722367,NA,12545,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",698,,,513.340961839759
47394,5TH AVE,0.05811961,NA,7226,0,CITYWIDE,2016-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",316,,,306.871542013611
47395,S DEARBORN ST,0.08595168,MEETS,19833,0,CITYWIDE,,"In Street, Minor Separation",,722,,,453.824846953767
47396,39TH AVE NE,0.12165549,MEETS,5997,0,LOCAL,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,261,,,642.340989643217
47397,ROOSEVELT WAY NE,0.07508268,MEETS,12596,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,705,,,396.436543721661
47398,ROOSEVELT WAY NE,0.04059023,MEETS,12593,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,705,,,214.316423492339
47399,39TH AVE NE,0.11985233,MEETS,5986,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,632.820317556989
47400,S DEARBORN ST,0.02884287,MEETS,19835,0,CITYWIDE,,"In Street, Minor Separation",,722,,,152.290354167857
47401,RENTON AVE S,0.04371996,NA,12539,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",697,,,230.841366755172
47402,5TH AVE S,0.05797951,NA,7357,0,CITYWIDE,2016-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",326,,,306.131830633315
47403,RENTON AVE S,0.01555725,NA,12541,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",697,,,82.1422754581438
47404,RENTON AVE S,0.04795185,NA,12542,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",697,,,253.185741872564
47405,RENTON AVE S,0.13122828,NA,12550,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",698,,,692.885318645149
47406,RENTON AVE S,0.1424648,NA,12536,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",697,,,752.214138736312
47407,RENTON AVE S,0.01764802,NA,12544,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",697,,,93.1815452712252
47408,38TH AVE NE,0.05000602,MEETS,5876,0,LOCAL,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,264.031763158227
47409,ROOSEVELT WAY NE,0.10068134,MEETS,12598,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,705,,,531.597457289392
47410,39TH AVE NE,0.12525977,MEETS,5996,0,LOCAL,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,261,,,661.371586040013
47411,S DEARBORN ST,0.05900137,MEETS,19834,0,CITYWIDE,,"In Street, Minor Separation",,722,,,311.527244575241
47412,38TH AVE NE,0.12175282,MEETS,5872,0,LOCAL,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,642.854884549922
47413,NE 89TH ST,0.12500348,MEETS,17796,0,LOCAL,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,660.018380619731
47414,WESTLAKE TRAIL,1.16141884,MEETS,,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,,,,6132.29146062062
47415,NE 85TH ST,0.02701463,MEETS,17724,0,LOCAL,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,142.637260246806
47416,UNIVERSITY BR,0.1954027,UPGRADE,13191,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",626,,,1031.72623104248
47417,5TH AVE S,0.05598907,NA,7356,0,CITYWIDE,2016-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",326,,,295.622264987192
47418,S DEARBORN ST,0.0609993,MEETS,19827,0,CITYWIDE,,"In Street, Minor Separation",,722,,,322.076314798012
47419,38TH AVE NE,0.05000601,MEETS,5874,0,LOCAL,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,264.031751407003
47420,ROOSEVELT WAY NE,0.05908063,MEETS,12595,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,705,,,311.945703016826
47421,NE 82ND ST,0.04927783,MEETS,17684,0,LOCAL,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,260.186957044832
47422,N 34TH ST,0.07440195,MEETS,15285,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,587,,,392.842282366273
47423,S KING ST,0.13107625,UPGRADE,20602,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,750,,,692.082611418356
47424,VALLEY ST,0.04297326,UPGRADE,13266,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",384,,,226.89880426209
47425,SPRUCE ST,0.0609848,NA,12874,0,LOCAL,2011-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,836,,,321.999720940668
47426,MARION ST,0.0609965,UPGRADE,11672,0,CITYWIDE,2011-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,560,,,322.0615412241
47427,YESLER WAY,0.07987662,MEETS,13768,0,LOCAL,2016-12-31T00:00:00.000Z,"In Street, Major Separation","In Street, Major Separation",455,,,421.748561907008
47428,BOYER AVE E,0.03887192,NA,9354,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,Sharrow,381,,,205.243751463124
47429,LAKE WASHINGTON BLVD S,0.07936351,UPGRADE,11224,0,LOCAL,2013-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,517,,,419.039357605
47430,BOYER AVE E,0.0261289,NA,9356,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,Sharrow,381,,,137.960610270641
47431,MERCER ST,0.06101116,MEETS,11763,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,2016-12-31T00:00:00.000Z,322.138935844314
47433,LAKE WASHINGTON BLVD S,0.07934484,UPGRADE,11225,0,LOCAL,2013-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,517,,,418.940757953957
47434,LAKE WASHINGTON BLVD S,0.16003097,UPGRADE,335963,0,LOCAL,2013-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,517,,,844.963541027572
47435,RAINIER AVE S,0.0589037,MEETS,12433,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Minor Separation",,689,,,311.011524573095
47436,S WELLER ST,0.11298436,NA,21536,0,CITYWIDE,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",Neighborhood Greenway,750,,,596.557402012498
47437,20TH AVE S,0.05128594,UPGRADE,3039,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,153,,,270.789755052492
47438,S MYRTLE PL,0.08838483,UPGRADE,20902,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",756,,,466.671877664747
47439,S MYRTLE PL,0.04098789,UPGRADE,20903,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",756,,,216.416037151455
47440,S OTHELLO ST,0.09840312,UPGRADE,21052,0,CITYWIDE,,Sharrow,"In Street, Major Separation",756,,,519.568491308319
47441,MARION ST,0.06103356,UPGRADE,11671,0,CITYWIDE,2011-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,560,,,322.257191387792
47442,BOYER AVE E,0.04844835,NA,9350,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,381,,,255.807296743575
47443,TERRY AVE,0.0260555,NA,13099,0,LOCAL,,Sharrow,Neighborhood Greenway,836,,,137.573047908886
47444,RAINIER AVE S,0.17641821,MEETS,12431,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Minor Separation",,689,,,931.488130957341
47445,BLANCHARD ST,0.06101337,UPGRADE,9291,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,378,,,322.150579250599
47446,SW ALASKA ST,0.06178046,UPGRADE,21737,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",795,,,326.200843695623
47447,BELL ST,0.06101446,UPGRADE,9199,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,376,,,322.156366244284
47448,MARION ST,0.06098993,UPGRADE,11670,0,CITYWIDE,2011-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,560,,,322.026837067594
47449,S WELLER ST,0.1219818,NA,21539,0,CITYWIDE,2012-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,750,,,644.063882574967
47450,BLANCHARD ST,0.06100693,UPGRADE,9295,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",378,,,322.116610696444
47451,WESTERN AVE,0.08071048,MEETS,13502,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Major Separation",,0,,,426.151324469263
47452,WESTERN AVE,0.08103087,MEETS,13504,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Major Separation",,0,,,427.842997150576
47453,WESTERN AVE,0.10058651,MEETS,13505,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Major Separation",,0,,,531.096788209514
47454,WESTERN AVE,0.08065082,MEETS,13503,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Major Separation",,0,,,425.836334078576
47455,BOYER AVE E,0.09056987,NA,9349,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,381,,,478.208919244817
47456,MERCER ST,0.06093761,MEETS,11764,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,2016-12-31T00:00:00.000Z,321.750599549018
47457,BLANCHARD ST,0.06099416,UPGRADE,9290,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,378,,,322.049180421006
47458,CHIEF SEALTH TRL,0.10332144,NA,613150,0,LOCAL,,Multi-use Trail,Multi-use Trail,,,,545.53721731265
47459,DELRIDGE WAY SW,0.05136325,,9980,0,,2016-12-31T00:00:00.000Z,"In Street, Minor Separation",,,,,271.197944401658
47460,DELRIDGE WAY SW,0.03233442,,9982,,,2016-12-31T00:00:00.000Z,"In Street, Minor Separation",,,,,170.725719762728
47461,DELRIDGE WAY SW,0.04657704,,9981,,,2016-12-31T00:00:00.000Z,"In Street, Minor Separation",,,,,245.926751216023
47462,DELRIDGE WAY SW,0.09551337,,9978,,,2016-12-31T00:00:00.000Z,"In Street, Minor Separation",,,,,504.310600713357
47463,DELRIDGE WAY SW,0.07468963,,9979,,,2016-12-31T00:00:00.000Z,"In Street, Minor Separation",,,,,394.361239523711
47464,BELL ST,0.04703066,NA,9205,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",351,,,248.321883350752
47465,RAINIER AVE S,0.13560571,MEETS,12435,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Minor Separation",,690,,,715.998136042357
47466,BOYER AVE E,0.0753861,NA,9348,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,Sharrow,381,,,398.038634077506
47467,BOYER AVE E,0.09157426,NA,9358,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,Sharrow,381,,,483.51208704018
47468,E YESLER WAY,0.08216851,UPGRADE,14934,0,CITYWIDE,2007-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",455,,,433.849751037918
47469,6TH AVE S,0.04881759,MEETS,7987,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Major Separation",,331,,,257.756897677619
47470,MERCER ST,0.06096404,MEETS,11761,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,2016-12-31T00:00:00.000Z,321.890147841474
47471,E YESLER WAY,0.08659996,UPGRADE,14936,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",455,,,457.2477813968
47472,23RD AVE W,0.12212422,NA,3488,0,LOCAL,1970-12-31T00:00:00.000Z,Multi-use Trail,Neighborhood Greenway,187,,,644.815875360113
47473,ALKI AVE SW,0.18808319,NA,8802,0,LOCAL,2000-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,364,,,993.079230585676
47474,SW ALASKA ST,0.06517646,UPGRADE,21734,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",795,,,344.131715620125
47475,LAKE WASHINGTON BLVD,0.084751,UPGRADE,11173,0,LOCAL,2013-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,517,,,447.485298410769
47476,LAKE WASHINGTON BLVD S,0.08075517,UPGRADE,11222,0,LOCAL,2013-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,517,,,426.387318916674
47477,BEACH DR SW,0.19038478,NA,9089,0,LOCAL,,Sharrow,Neighborhood Greenway,364,,,1005.23162200303
47478,LAKE WASHINGTON BLVD S,0.07954529,UPGRADE,11227,0,LOCAL,2013-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,517,,,419.999123639518
47479,S KING ST,0.03069967,UPGRADE,20601,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,750,,,162.094234779324
47480,LAKE WASHINGTON BLVD S,0.09564489,UPGRADE,11218,0,LOCAL,2013-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,517,,,505.00502495341
47481,CHIEF SEALTH TRL,0.28314668,NA,613151,0,LOCAL,,Multi-use Trail,Multi-use Trail,,,,1495.01446447341
47482,7TH AVE,0.08075343,UPGRADE,8164,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",335,,,426.37808785207
47483,E COLUMBIA ST,0.05676928,MEETS,13927,0,LOCAL,2016-12-31T00:00:00.000Z,Neighborhood Greenway,Neighborhood Greenway,222,,,299.741811265856
47484,S WELLER ST,0.12199857,NA,21540,0,CITYWIDE,2012-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,750,,,644.152460236744
47485,5TH AVE N,0.0595144,MEETS,7264,0,LOCAL,,"In Street, Minor Separation","In Street, Minor Separation",320,,,314.236054558868
47486,BOYER AVE E,0.04057757,NA,9351,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,381,,,214.249565502967
47487,S KING ST,0.06106396,UPGRADE,20598,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,750,,,322.417729292075
47488,LAKE WASHINGTON BLVD S,0.48499822,UPGRADE,11228,0,LOCAL,2013-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,517,,,2560.7906192392
47489,VALLEY ST,0.01795559,UPGRADE,578003,0,CITYWIDE,,"In Street, Minor Separation","In Street, Major Separation",384,,,94.8055148834199
47490,20TH AVE S,0.05787491,UPGRADE,3038,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,Neighborhood Greenway,153,,,305.579531975391
47491,RENTON AVE S,0.04693126,NA,12519,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",699,,,247.797075086668
47492,BELL ST,0.06102245,UPGRADE,9203,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",376,,,322.198521481571
47493,BLANCHARD ST,0.06098207,UPGRADE,9294,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",378,,,321.985315562932
47494,63RD AVE SW,0.03334498,MEETS,8119,0,LOCAL,2013-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",329,,,176.061487101539
47495,RAINIER AVE S,0.15291057,MEETS,12436,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Minor Separation",,690,,,807.367783352411
47496,RAINIER AVE S,0.07459991,MEETS,12437,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Minor Separation",,690,,,393.887547465513
47497,MERCER ST,0.12192879,MEETS,11765,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,2016-12-31T00:00:00.000Z,643.784003509255
47498,E INTERLAKEN BLVD,0.33281197,MEETS,,0,CITYWIDE,2016-12-31T00:00:00.000Z,Neighborhood Greenway,,,,,1757.24718284176
47499,E INTERLAKEN BLVD,0.15507779,MEETS,14203,0,CITYWIDE,2016-12-31T00:00:00.000Z,Neighborhood Greenway,,176,,,818.810711337983
47500,BELL ST,0.06096059,UPGRADE,9201,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",376,,,321.871919261485
