OBJECTID,STREET_NAME,LENGTH_MILES,STATUS,COMPKEY,CATALYTIC_PROJECTS,NETWORK,DATE_COMPLETED,EXISTING_FACILITY_TYPE,PLANNED_FACILITY_TYPE,PROJECT_NUMBER,DATE_PLANNED,DATE_EXPIRED,SHAPE_Length
40401,DEXTER AVE N,0.04829165,MEETS,10084,0,LOCAL,1980-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,254.979889561078
40402,FREMONT AVE N,0.06255617,MEETS,10540,0,CITYWIDE,,Neighborhood Greenway,,0,,,330.296578478345
40403,RAINIER AVE S,0.2090085,MEETS,12439,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,691,,,1103.56487678465
40404,ROY ST,0.0609337,MEETS,12684,0,LOCAL,2000-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,321.72993681229
40405,17TH AVE NW,0.03830668,MEETS,2434,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,150,,,202.25928761172
40406,31ST AVE S,0.04084792,MEETS,4839,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,215.676998089686
40407,5TH AVE N,0.05873526,MEETS,7276,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,318,,,310.122186247542
40408,5TH AVE NE,0.02807342,MEETS,7306,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,148.227657778965
40409,57TH AVE S,0.04711123,MEETS,7790,0,LOCAL,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,248.747280364399
40410,N 43RD ST,0.07305066,MEETS,15495,0,LOCAL,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,385.707507749442
40411,NE RAVENNA EB BV,0.10865164,MEETS,18062,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,659,,,573.680636468107
40412,NW 58TH ST,0.05048872,MEETS,18491,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,266.580466219657
40413,W GOVERNMENT WAY,0.08721101,MEETS,23391,0,LOCAL,1980-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,460.474112599718
40414,10TH AVE E,0.05868459,UPGRADE,1294,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",100,,,309.854652463281
40415,12TH AVE E,0.08071297,UPGRADE,1550,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Minor Separation",115,,,426.164468779137
40416,12TH AVE S,0.17697175,UPGRADE,1656,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",121,,,934.410822780591
40417,12TH AVE S,0.10718754,UPGRADE,1659,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",122,,,565.950217079305
40418,12TH AVE S,0.05197531,MEETS,1676,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,274.42965030436
40419,15TH AVE S,0.04886349,MEETS,2134,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,257.999244231093
40420,17TH AVE NW,0.05038824,MEETS,2447,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,150,,,266.049906803095
40421,20TH AVE NW,0.05041577,MEETS,3024,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,266.195290072234
40422,23RD AVE S,0.05535964,MEETS,3465,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,292.298874868661
40423,26TH AVE SW,0.12499988,MEETS,3949,0,LOCAL,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,659.999380527624
40424,4TH AVE,0.08095355,UPGRADE,6133,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",297,,,427.434758497511
40425,4TH AVE,0.0579875,UPGRADE,6142,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",297,,,306.174025041349
40426,5TH AVE NE,0.06299271,MEETS,7320,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,332.601505274844
40427,5TH AVE NE,0.06271423,UPGRADE,7330,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",324,,,331.131109386735
40428,AIRPORT WAY S,0.02607579,UPGRADE,8695,0,CITYWIDE,2011-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",358,,,137.680165972135
40429,CALIFORNIA AVE SW,0.01940735,MEETS,9573,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,102.470833644351
40430,CHERRY ST,0.06098782,MEETS,9660,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,322.015688473937
40431,EASTLAKE AVE E,0.12137563,UPGRADE,10168,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",468,,,640.863341756955
40432,LAFAYETTE AVE S,0.08062971,MEETS,11138,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,425.724881116668
40434,LAKE WASHINGTON BLVD E,0.47996525,UPGRADE,11212,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",520,,,2534.2165071769
40436,MAGNOLIA BLVD W,0.06041668,UPGRADE,11624,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",556,,,319.000077599453
40437,E CHERRY ST,0.06110781,MEETS,13887,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,322.649232816692
40438,E CHERRY ST,0.04914794,MEETS,13902,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,259.501136078348
40439,E GARFIELD ST,0.0644739,MEETS,14050,0,LOCAL,2014-12-31T00:00:00.000Z,Neighborhood Greenway,,256,,,340.422179855461
40440,E PINE ST,0.04934018,MEETS,14630,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,260.516146442392
40441,NE 44TH ST,0.04722231,MEETS,16821,0,LOCAL,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,249.333787662187
40443,NE 75TH ST,0.05021216,MEETS,17523,0,LOCAL,2013-12-31T00:00:00.000Z,"In Street, Minor Separation",,646,,,265.120188648564
40444,NE 75TH ST,0.06638332,MEETS,17526,0,LOCAL,2013-12-31T00:00:00.000Z,"In Street, Minor Separation",,646,,,350.503937717246
40446,STONE WAY N,0.08073192,MEETS,12963,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,426.26453393976
40447,STONE WAY N,0.05178238,MEETS,12965,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,273.410986736392
40448,N 43RD ST,0.04924848,MEETS,15486,0,LOCAL,2015-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,260.031991880715
40449,NE 55TH ST,0.11159427,MEETS,17040,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,589.217738629812
40451,S GENESEE WAY,0.10772821,MEETS,20108,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,568.804964671084
40452,S OTHELLO ST,0.06309017,MEETS,21056,0,LOCAL,,"In Street, Minor Separation",,0,,,333.116103564386
40453,SW KENYON ST,0.0522064,MEETS,22493,0,LOCAL,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,275.64981494123
40454,14TH AVE S,0.04927066,MEETS,1931,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,260.149093660539
40455,17TH AVE SW,0.1267912,MEETS,2509,0,LOCAL,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,819,,,669.457555549411
40456,8TH AVE NW,0.05118391,MEETS,8383,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,270.251060924285
40457,8TH AVE NW,0.05000518,MEETS,8410,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,264.027349920062
40458,DEXTER AVE N,0.09291032,MEETS,10093,0,LOCAL,1980-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,490.566485687891
40459,LATONA AVE NE,0.12582867,MEETS,11296,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,664.375353131717
40460,ROOSEVELT WAY NE,0.01755331,MEETS,12609,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,704,,,92.6814562128502
40461,17TH AVE NW,0.03223577,MEETS,2438,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,150,,,170.204871795465
40462,17TH AVE SW,0.12681682,MEETS,2510,0,LOCAL,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,819,,,669.59282774801
40464,24TH AVE NW,0.05034651,MEETS,3594,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,265.829562204865
40465,32ND AVE NW,0.05043837,MEETS,4977,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,266.314590386763
40466,DEXTER AVE N,0.14086719,MEETS,10087,0,LOCAL,1980-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,743.778741634913
40468,FREMONT AVE N,0.026536,UPGRADE,10494,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",484,,,140.110056607273
40469,GREENWOOD AVE N,0.04884205,UPGRADE,10736,0,CITYWIDE,1990-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",497,,,257.886020778416
40470,GREENWOOD AVE N,0.12510691,MEETS,10756,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,660.564468923347
40471,GREENWOOD AVE N,0.01875171,MEETS,10758,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,99.0090551011804
40473,M L KING JR WAY,0.06979513,UPGRADE,11486,0,CITYWIDE,2000-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",541,,,368.518294987135
40474,NICKERSON ST,0.0908865,UPGRADE,11971,0,LOCAL,2010-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",662,,,479.880699569303
40475,16TH AVE SW,0.12691684,MEETS,2349,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,670.120893497239
40476,17TH AVE NW,0.05035979,MEETS,2441,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,150,,,265.899700888645
40477,20TH AVE NW,0.05036109,MEETS,3021,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,265.906531925723
40478,21ST AVE SW,0.24986412,MEETS,3201,0,LOCAL,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,177,,,1319.28254503766
40479,26TH AVE SW,0.12547253,MEETS,3943,0,LOCAL,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,662.494981428311
40480,34TH AVE,0.05541511,MEETS,5212,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,292.591792311309
40481,35TH AVE NE,0.02399127,UPGRADE,5378,0,CITYWIDE,2009-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",244,,,126.673919452636
40482,39TH AVE NE,0.12637498,MEETS,5988,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,667.259871936186
40483,17TH AVE NW,0.05039445,MEETS,2446,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,150,,,266.082721680299
40484,39TH AVE NE,0.12859734,MEETS,5994,0,LOCAL,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,678.993929796159
40485,RAVENNA AVE NE,0.02026263,MEETS,12472,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,106.9866969473
40486,ROOSEVELT WAY NE,0.04628273,MEETS,12602,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,706,,,244.372839206216
40487,RAVENNA AVE NE,0.05719299,MEETS,12469,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,301.979003137624
40488,14TH AVE S,0.05790138,MEETS,1921,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,305.71930386535
40489,17TH AVE NW,0.12913846,MEETS,2456,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,150,,,681.851072373639
40491,50TH AVE S,0.08113074,MEETS,7441,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,428.370332029478
40492,8TH AVE NW,0.02294741,MEETS,8398,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,121.162325667872
40493,WILSON AVE S,0.10712524,MEETS,13607,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,565.621259868046
40494,S MCCLELLAN ST,0.01569731,MEETS,20823,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,82.881816733394
40495,8TH AVE NW,0.05043045,MEETS,8382,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,266.272770819505
40496,STONE WAY N,0.04951162,MEETS,12962,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,261.421341847848
40497,THORNDYKE AVE W,0.05538332,MEETS,13153,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,292.423926074817
40498,E PINE ST,0.02572643,MEETS,14635,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,135.835570304343
40500,NICKERSON ST,0.02876897,MEETS,269718,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,151.900168481085
40501,WILSON AVE S,0.05211399,MEETS,13608,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,275.161884001845
40503,NW 58TH ST,0.04988068,MEETS,18369,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,263.370006533046
40504,S GENESEE ST,0.05039247,MEETS,20098,0,LOCAL,2012-12-31T00:00:00.000Z,"In Street, Minor Separation",,728,,,266.072241841904
40506,21ST AVE SW,0.25106905,MEETS,161696,0,LOCAL,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,177,,,1325.64460087209
40507,SWIFT AVE S,0.07187474,MEETS,13038,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,379.498636815038
40509,NW 57TH ST,0.13850704,MEETS,18485,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,731.317175244486
40510,S JACKSON ST,0.06099068,MEETS,20496,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,322.030816575801
40511,TAYLOR AVE N,0.04521193,MEETS,13087,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,238.719012723864
40512,E CHERRY ST,0.01912136,MEETS,13899,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,100.960755896337
40513,E LYNN ST,0.07475154,MEETS,14321,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,394.68811756567
40514,E PINE ST,0.06219001,MEETS,14633,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,328.363277183644
40515,E PINE ST,0.0609761,MEETS,14637,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,321.953832914667
40519,N 44TH ST,0.05568539,MEETS,15521,0,LOCAL,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,294.018883764315
40520,NE RAVENNA EB BV,0.04265609,MEETS,18063,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,659,,,225.224165160205
40521,NW 58TH ST,0.05038032,MEETS,18490,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,266.008082012186
40522,S HANFORD ST,0.05405206,MEETS,20182,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,285.394903011874
40525,STONE WAY N,0.05114283,MEETS,12969,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,270.034146044723
40526,THORNDYKE AVE W,0.05539963,MEETS,13155,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,292.510033742954
40527,S MASSACHUSETTS ST,0.03149248,MEETS,20772,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,166.280318754781
40528,UNIVERSITY WAY NE,0.04380342,MEETS,13216,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,231.282065250536
40529,ROOSEVELT WAY NE,0.05012243,MEETS,12607,0,CITYWIDE,2016-12-31T00:00:00.000Z,"In Street, Major Separation",,706,,,264.646430428174
40530,15TH AVE SW,0.12500902,MEETS,2176,0,LOCAL,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,660.047638744214
40531,18TH AVE S,0.04999594,MEETS,2605,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,263.978542738615
40532,GREENWOOD AVE N,0.05005241,MEETS,10761,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,264.276723522635
40533,E PINE ST,0.06895484,MEETS,14640,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,364.081532601616
40534,NE 65TH ST,0.03675177,MEETS,17248,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,194.049319479422
40535,8TH AVE NW,0.05038254,MEETS,8377,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,266.019793431876
40537,ROY ST,0.06094667,MEETS,12685,0,LOCAL,2000-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,321.798429941957
40538,S WILLOW ST,0.07637444,MEETS,21557,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,403.257059519788
40540,23RD AVE S,0.05680854,MEETS,3464,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,299.949069069153
40541,8TH AVE NW,0.13126694,MEETS,8397,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,693.089427869726
40542,S MCCLELLAN ST,0.0502198,MEETS,20817,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,265.160518848659
40544,8TH AVE NW,0.02175192,MEETS,8372,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,114.85011432977
40545,8TH AVE NW,0.05000481,MEETS,8409,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,264.025388910418
40547,THORNDYKE AVE W,0.10605543,MEETS,13158,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,559.972649258755
40548,S JUNEAU ST,0.05881047,MEETS,20555,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,310.519256841252
40549,E CHERRY ST,0.01287316,MEETS,13896,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,67.9702964012928
40550,15TH AVE S,0.07941662,MEETS,2162,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,419.319770470649
40551,57TH AVE S,0.03285984,MEETS,7789,0,LOCAL,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,173.49997170859
40552,17TH AVE SW,0.12376109,MEETS,2507,0,LOCAL,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,819,,,653.458570351307
40553,16TH AVE SW,0.17705752,MEETS,2330,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,934.863706639562
40554,9TH AVE,0.11590102,MEETS,8510,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,611.957389130782
40556,S ROYAL BROUGHAM WAY,0.04356085,MEETS,21214,0,LOCAL,2009-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,230.001277200067
40557,W NICKERSON ST,0.07990317,MEETS,23610,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,421.888749752053
40558,51ST AVE S,0.08333235,MEETS,7530,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,439.994820242553
40559,47TH AVE SW,0.071578,MEETS,7063,0,LOCAL,2007-12-31T00:00:00.000Z,Sharrow,,0,,,377.931863223525
40560,DELMAR DR E,0.24965959,MEETS,9953,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,1318.20264527092
40561,GREENWOOD AVE N,0.12513216,MEETS,10757,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,660.697805611155
40562,RENTON AVE S,0.13008106,MEETS,12523,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,686.827998399459
40563,YESLER WAY,0.12477145,MEETS,13766,0,LOCAL,2007-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,658.793268162347
40564,NE 75TH ST,0.05034688,MEETS,17532,0,LOCAL,2013-12-31T00:00:00.000Z,"In Street, Minor Separation",,646,,,265.831523354252
40565,17TH AVE NW,0.01202544,MEETS,163503,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,150,,,63.4943264134376
40566,12TH AVE S,0.10543902,MEETS,1675,0,CITYWIDE,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,556.718000768273
40567,26TH AVE SW,0.05002178,MEETS,3937,0,LOCAL,2012-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,264.115022073508
40568,E CHERRY ST,0.03637332,MEETS,13897,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,192.05114651328
40569,NE RAVENNA EB BV,0.0698537,MEETS,18066,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,659,,,368.827525052531
40570,17TH AVE NW,0.01803193,MEETS,2437,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,150,,,95.2086165302541
40571,3RD AVE S,0.06129335,MEETS,4515,0,LOCAL,,"In Street, Minor Separation",,0,,,323.628902247197
40572,8TH AVE,0.08459903,MEETS,8282,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,446.682858197712
40573,10TH AVE E,0.12726509,UPGRADE,1291,0,CITYWIDE,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",100,,,671.959680621857
40574,SEATTLE BLVD S,0.07634877,UPGRADE,8651,0,CITYWIDE,2011-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",303,,,403.121523754352
40575,LAKE WASHINGTON BLVD E,0.07682714,UPGRADE,11217,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",434,,,405.647273333135
40576,EAST MARGINAL WAY S,0.08235143,UPGRADE,14385,0,CITYWIDE,2000-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",460,,,434.815557842236
40577,EAST GREEN LAKE WAY N,0.05207335,UPGRADE,14080,0,CITYWIDE,1980-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",458,,,274.947313028547
40578,LAKE WASHINGTON BLVD E,0.22207402,UPGRADE,11211,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",519,,,1172.55083460189
40579,QUEEN ANNE AVE N,0.09023658,UPGRADE,12298,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",685,,,476.449127803359
40580,W GOVERNMENT WAY,0.0537101,UPGRADE,23387,0,CITYWIDE,1980-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",492,,,283.589327599627
40582,EAST GREEN LAKE DR N,0.07893007,UPGRADE,14063,0,CITYWIDE,1980-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",457,,,416.750779871732
40583,11TH AVE NE,0.12655307,UPGRADE,1409,0,CITYWIDE,2010-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",111,,,668.200188521884
40584,HARVARD AVE E,0.12494159,UPGRADE,10862,0,CITYWIDE,2009-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",386,,,659.691571099813
40585,EAST GREEN LAKE DR N,0.05207635,UPGRADE,14059,0,CITYWIDE,1980-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",457,,,274.963147932256
40586,EASTLAKE AVE E,0.15827262,UPGRADE,334269,0,CITYWIDE,2008-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",468,,,835.679450307557
40587,MAGNOLIA BLVD W,0.05924819,UPGRADE,11614,0,LOCAL,2008-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",557,,,312.830441163386
40588,LAKE WASHINGTON BLVD E,0.09953138,UPGRADE,11216,0,LOCAL,2012-12-31T00:00:00.000Z,Sharrow,"In Street, Minor Separation",434,,,525.52567018452
40589,W GALER ST,0.05273419,UPGRADE,23357,0,CITYWIDE,2000-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",232,,,278.436508604641
40591,EAST MARGINAL WAY S,0.14275962,UPGRADE,14420,0,CITYWIDE,2011-12-31T00:00:00.000Z,"In Street, Minor Separation","In Street, Major Separation",461,,,753.770807595763
40592,BEACON ER AVE S,0.05284255,UPGRADE,573404,0,CITYWIDE,2007-12-31T00:00:00.000Z,Sharrow,"In Street, Major Separation",372,,,279.008675192583
40594,SEWARD PARK AVE S,0.15330848,MEETS,12794,0,LOCAL,2011-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,809.468764777366
40595,S WILLOW ST,0.08169185,MEETS,21553,0,CITYWIDE,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,431.332994042674
40596,8TH AVE,0.08062844,MEETS,8284,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,425.718185409309
40597,FREMONT AVE N,0.05000556,MEETS,10532,0,CITYWIDE,,Neighborhood Greenway,,0,,,264.02934463262
40598,E CHERRY ST,0.04379755,MEETS,13900,0,LOCAL,2008-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,231.251074174005
40599,12TH AVE,0.04384552,MEETS,1529,0,LOCAL,1990-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,231.504349609505
40601,WESTERN AVE,0.05794461,MEETS,13497,0,LOCAL,,"In Street, Minor Separation",,861,,,305.947518742177
40602,8TH AVE S,0.04923942,MEETS,8456,0,CITYWIDE,2015-12-31T00:00:00.000Z,"In Street, Major Separation",,416,,,259.984132371664
40603,W NICKERSON ST,0.06567651,MEETS,23618,0,LOCAL,,"In Street, Minor Separation",,0,,,346.771951865587
40604,TAYLOR AVE N,0.11005761,MEETS,339870,0,LOCAL,2010-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,581.104171041463
40605,DEXTER AVE N,0.05289299,MEETS,10091,0,LOCAL,1980-12-31T00:00:00.000Z,"In Street, Minor Separation",,0,,,279.274989583094
40606,17TH AVE SW,0.07993028,MEETS,2502,0,LOCAL,2015-12-31T00:00:00.000Z,Neighborhood Greenway,,0,,,422.031900872354
