Date,Hour,Total_I90,Ped_I90,Bike_I90,Total_SR520,Ped_EB_SR520,Ped_WB_SR520,Bike_EB_SR520,Bike_WB_SR520,I90 Location,SR520 Location
13/03/2015,18:00,68,8,60,17,1,1,5,10,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,19:00,15,2,13,8,0,0,3,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,20:00,7,0,7,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,21:00,7,2,5,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,22:00,3,0,3,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
13/03/2015,23:00,2,0,2,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,0:00,2,1,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,4:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,5:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,6:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,7:00,9,5,4,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,8:00,28,11,17,3,0,0,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,9:00,32,20,12,5,1,2,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,10:00,31,16,15,2,0,0,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,11:00,30,5,25,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,12:00,10,2,8,3,0,0,3,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,13:00,22,9,13,5,0,0,2,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,14:00,50,9,41,2,0,0,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,15:00,49,7,42,6,0,0,4,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,16:00,44,7,37,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,17:00,37,10,27,3,1,1,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,18:00,18,5,13,2,0,0,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,19:00,7,3,4,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,20:00,3,2,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,21:00,2,2,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,22:00,1,1,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
14/03/2015,23:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,0:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,2:00,3,1,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,3:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,4:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,5:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,6:00,1,1,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,7:00,6,1,5,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,8:00,7,3,4,4,0,0,1,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
1/4/2015,4:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,9:00,25,7,18,2,0,0,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,10:00,30,4,26,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,11:00,17,9,8,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,12:00,7,3,4,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,13:00,9,3,6,3,0,1,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,14:00,6,4,2,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,15:00,7,2,5,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,16:00,5,2,3,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,17:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,18:00,4,1,3,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,19:00,2,1,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,20:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,21:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,22:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
15/03/2015,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,1:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,3:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,4:00,2,0,2,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,5:00,3,0,3,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,6:00,12,0,12,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,7:00,34,4,30,12,1,0,2,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,8:00,40,2,38,17,1,0,9,7,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,9:00,37,2,35,7,0,0,4,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,10:00,30,11,19,5,1,2,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,11:00,29,7,22,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,12:00,22,8,14,7,1,3,2,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,13:00,17,2,15,3,1,1,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,14:00,21,5,16,4,1,1,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,15:00,35,7,28,7,1,0,3,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,16:00,58,10,48,16,1,1,9,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,17:00,98,9,89,26,0,1,13,12,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,18:00,78,6,72,19,1,2,10,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,19:00,35,11,24,6,0,0,3,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,20:00,8,2,6,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,21:00,1,0,1,4,1,0,0,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,22:00,6,0,6,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
16/03/2015,23:00,2,1,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,0:00,3,1,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,1:00,2,2,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,2:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,3:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,4:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,5:00,7,1,6,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,6:00,26,9,17,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,7:00,45,3,42,9,0,0,1,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,8:00,38,2,36,24,0,3,11,10,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,9:00,25,5,20,8,0,1,4,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,10:00,28,9,19,7,0,1,3,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,11:00,24,8,16,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,12:00,25,10,15,7,2,3,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,13:00,23,11,12,4,0,0,1,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,14:00,28,3,25,3,0,0,0,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,15:00,29,8,21,8,0,2,4,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,16:00,38,9,29,9,1,0,6,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,17:00,65,7,58,16,1,3,3,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,18:00,33,6,27,11,0,0,7,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,19:00,26,6,20,4,1,0,2,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,20:00,12,1,11,2,0,0,0,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,21:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,22:00,1,0,1,1,0,1,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
17/03/2015,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,0:00,1,1,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,1:00,3,3,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,3:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,4:00,3,0,3,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,5:00,9,0,9,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,6:00,18,0,18,7,0,0,4,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,7:00,56,4,52,12,1,1,1,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,8:00,53,6,47,16,0,1,10,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,9:00,42,11,31,11,1,0,6,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,10:00,34,12,22,4,1,0,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,11:00,32,5,27,6,0,0,3,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,12:00,29,7,22,7,1,2,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,13:00,14,1,13,2,0,0,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,14:00,33,0,33,6,1,0,3,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,15:00,40,3,37,13,1,3,3,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,16:00,60,9,51,27,1,2,14,10,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,17:00,132,26,106,38,1,4,15,18,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,18:00,100,13,87,20,1,0,10,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,19:00,36,4,32,11,2,1,5,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,20:00,7,4,3,4,0,0,1,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,21:00,5,0,5,5,1,0,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,22:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
18/03/2015,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,0:00,3,0,3,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,1:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,4:00,2,0,2,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,5:00,13,0,13,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,6:00,22,5,17,9,0,0,3,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,7:00,54,5,49,14,1,0,3,10,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,8:00,47,2,45,18,1,3,5,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,9:00,31,9,22,8,0,0,4,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,10:00,23,8,15,3,0,1,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,11:00,24,8,16,2,1,1,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,12:00,36,13,23,5,2,2,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,13:00,14,1,13,6,1,2,3,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,14:00,25,3,22,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,15:00,32,4,28,8,1,2,2,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,16:00,54,1,53,17,1,2,10,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,17:00,69,8,61,33,2,3,15,13,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,18:00,57,8,49,9,1,0,5,3,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,19:00,22,4,18,8,0,0,2,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,20:00,6,0,6,4,0,0,3,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,21:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,22:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
19/03/2015,23:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,0:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,3:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,4:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,5:00,9,0,9,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,6:00,6,0,6,4,0,0,0,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,7:00,32,1,31,9,0,0,0,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,8:00,46,9,37,8,0,0,4,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,9:00,32,3,29,8,0,0,3,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,10:00,24,9,15,9,0,0,3,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,11:00,18,3,15,6,0,1,0,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,12:00,25,7,18,5,0,0,3,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,13:00,22,3,19,4,1,1,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,14:00,2,0,2,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,15:00,12,3,9,5,0,0,4,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,16:00,38,8,30,5,1,0,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,17:00,43,4,39,13,0,1,6,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,18:00,44,2,42,9,0,0,3,6,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,19:00,7,3,4,3,1,0,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,20:00,2,0,2,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,21:00,4,2,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,22:00,0,0,0,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
20/03/2015,23:00,1,0,1,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,0:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,1:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,2:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,4:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,5:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,6:00,5,1,4,2,0,0,2,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,7:00,19,0,19,1,0,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,8:00,30,5,25,4,0,0,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,9:00,34,7,27,7,0,1,4,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,10:00,33,3,30,8,0,0,8,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,11:00,75,6,69,5,0,2,2,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,12:00,80,14,66,4,0,0,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,13:00,36,2,34,11,2,0,1,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,14:00,44,6,38,8,0,0,4,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,15:00,53,6,47,4,0,0,2,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,16:00,42,5,37,6,0,0,2,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,17:00,36,8,28,7,0,1,1,5,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,18:00,42,8,34,3,0,0,2,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,19:00,13,0,13,4,0,0,4,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,20:00,4,0,4,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,21:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,22:00,0,0,0,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
21/03/2015,23:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,2:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
5/4/2015,1:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,4:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,5:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,6:00,4,0,4,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,7:00,14,4,10,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,8:00,55,17,38,2,1,0,0,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,9:00,60,15,45,12,0,2,1,9,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,10:00,105,24,81,9,0,1,4,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,11:00,160,26,134,9,0,0,5,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,12:00,96,11,85,4,0,1,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,13:00,49,8,41,4,1,0,2,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,14:00,15,5,10,8,0,1,5,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,15:00,19,2,17,2,1,1,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,16:00,20,6,14,4,0,0,0,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,17:00,10,2,8,1,0,0,1,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,18:00,4,0,4,2,0,0,1,1,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,19:00,0,0,0,1,1,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
3/4/2015,3:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,20:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,21:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,22:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
22/03/2015,23:00,2,2,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
23/03/2015,0:00,0,0,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
23/03/2015,1:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
23/03/2015,2:00,1,1,0,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
23/03/2015,3:00,1,0,1,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
23/03/2015,4:00,2,0,2,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
23/03/2015,5:00,8,0,8,0,0,0,0,0,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
23/03/2015,6:00,15,0,15,5,1,1,1,2,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
23/03/2015,7:00,41,1,40,11,0,1,2,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
23/03/2015,8:00,33,5,28,14,0,0,6,8,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
23/03/2015,9:00,26,8,18,8,1,0,3,4,"(212804.3339, 1317878.979)","(227705.9582, 1322677.229)"
